status,length,company,question
Unsuccessful,1,cred-count,What kind of entity and in what state or country was the entity formed?
Unsuccessful,1,cred-count,"Please describe the breakdown of the equity ownership in percentages among the founders, employees and any other stockholders. If there are multiple founders, be sure to give the equity ownership of each founder."
Unsuccessful,1,cred-count,"List any investments your company has received. Include the name of the investor, the amount invested, the premoney valuation / valuation cap, and the type of security sold (convertible notes, safes or stock)."
Unsuccessful,1,cred-count,How much money do you spend per month?
Unsuccessful,1,cred-count,How much money does your company have in the bank now?
Unsuccessful,19,cred-count,How long is your runway?
Unsuccessful,56,cred-count,Please provide any other relevant information about the structure or formation of the company.
Unsuccessful,1,cred-count,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,85,cred-count,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,68,cred-count,Is there anything else we should know about your company?
Unsuccessful,251,cred-count,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,51,cred-count,Please tell us something surprising or amusing that one of you has discovered.
Unsuccessful,45,cred-count,What convinced you to apply to Y Combinator? Did someone encourage you to apply?
Unsuccessful,4,cred-count,How did you hear about Y Combinator?
Unsuccessful,1,veed,"If you have a demo, what's the url? Demo can be anything that shows us how the product works. Usually that's a video or screen recording."
Unsuccessful,4,veed,Describe what your company does in 50 characters or less.
Unsuccessful,122,veed,What is your company going to make? Please describe your product and what it does or will do.
Unsuccessful,8,veed,"Where do you live now, and where would the company be based after YC?"
Unsuccessful,0,veed,Please enter the url of a 1 minute unlisted (not private) YouTube video introducing the founder(s). This video is an important part of the application. (Follow the Video Guidelines.)
Unsuccessful,152,veed,"Please tell us about an interesting project, preferably outside of class or work, that two or more of you created together. Include urls if possible."
Unsuccessful,109,veed,How long have the founders known one another and how did you meet? Have any of the founders not met in person?
Unsuccessful,1,veed,Which category best applies to your company?
Unsuccessful,30,veed,How far along are you?
Unsuccessful,123,veed,How long have each of you been working on this? How much of that has been full-time? Please explain.
Unsuccessful,1,veed,Are people using your product?
Unsuccessful,1,veed,Do you have revenue?
Unsuccessful,16,veed,Anything else you would like us to know regarding your revenue or growth rate?
Unsuccessful,54,veed,"If you are applying with the same idea as a previous batch, did anything change? If you applied with a different idea, why did you pivot and what did you learn from the last idea?"
Unsuccessful,101,veed,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Unsuccessful,108,veed,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Unsuccessful,80,veed,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Unsuccessful,37,veed,"Who are your competitors, and who might become competitors? Who do you fear most?"
Unsuccessful,39,veed,What do you understand about your business that other companies in it just don't get?
Unsuccessful,95,veed,How do or will you make money? How much could you make?
Unsuccessful,63,veed,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Unsuccessful,1,veed,"Have you incorporated, or formed any legal entity (like an LLC) yet?"
Unsuccessful,4,veed,What kind of entity and in what state or country was the entity formed?
Unsuccessful,36,veed,"Please describe the breakdown of the equity ownership in percentages among the founders, employees and any other stockholders. If there are multiple founders, be sure to give the equity ownership of each founder."
Unsuccessful,1,veed,Have you taken any investment yet?
Unsuccessful,1,veed,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Unsuccessful,43,veed,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Unsuccessful,11,veed,Is there anything else we should know about your company?
Unsuccessful,36,veed,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Unsuccessful,19,veed,Please tell us something surprising or amusing that one of you has discovered.
